題項代碼,題組,問卷,題幹（英文原文）,題目（英文原文）,選項（依序）,對應構念,Annex B 表,臺灣各選項%,OECD各選項%
IC181Q05DA,IC181,ICT 數位素養問卷,How upset were you the last time the following situations occurred?,"Encountering unkind, vulgar or offending messages, comments or videos about someone I know",This did not happen to me | Not at all upset | A little upset | Quite upset | Very upset,,,,
IC182Q01JA,IC182,ICT 數位素養問卷,To what extent do you agree or disagree with the following statements?,I am interested in learning more about <digital resources>.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
IC182Q02JA,IC182,ICT 數位素養問卷,To what extent do you agree or disagree with the following statements?,I am interested in learning <computer programming>.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
IC182Q03JA,IC182,ICT 數位素養問卷,To what extent do you agree or disagree with the following statements?,I am interested in learning about <digital resources> because it could be useful in a job.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
IC182Q04DA,IC182,ICT 數位素養問卷,To what extent do you agree or disagree with the following statements?,I like using <digital resources> to find new ways to do things.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
IC182Q05DA,IC182,ICT 數位素養問卷,To what extent do you agree or disagree with the following statements?,I am interested in learning about <machine learning> and <artificial intelligence>.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
IC400Q01DA,IC400,ICT 數位素養問卷,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,I forget about time when I'm using digital devices.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
IC400Q02DA,IC400,ICT 數位素養問卷,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,"The Internet is a great resource for obtaining information I am interested in (e.g., news, sports, dictionary).",Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
IC400Q03DA,IC400,ICT 數位素養問卷,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,It is very useful to have social networks on the Internet.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
IC400Q04DA,IC400,ICT 數位素養問卷,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,I am really excited discovering new digital devices or applications.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
IC400Q05DA,IC400,ICT 數位素養問卷,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,I really feel bad if no Internet connection is possible.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
IC400Q06DA,IC400,ICT 數位素養問卷,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,I like using digital devices.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
IC401Q01DA,IC401,ICT 數位素養問卷,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,"To learn something new about digital devices, I like to talk about them with my friends.",Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
IC401Q02DA,IC401,ICT 數位素養問卷,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,I like to exchange solutions to problems with digital devices with others on the Internet.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
IC401Q03DA,IC401,ICT 數位素養問卷,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,I like to meet friends and play computer and video games with them.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
IC401Q04DA,IC401,ICT 數位素養問卷,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,I like to share information about digital devices with my friends.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
IC401Q05DA,IC401,ICT 數位素養問卷,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,I learn a lot about digital media by discussing with my friends and relatives.,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
PA001Q01TA,PA001,家長問卷,Who will complete this questionnaire?,Mother or other female guardian,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
PA001Q02TA,PA001,家長問卷,Who will complete this questionnaire?,Father or other male guardian,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
PA001Q03TA,PA001,家長問卷,Who will complete this questionnaire?,Other,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
PA002Q01TA,PA002,家長問卷,"Thinking back to when your child was about 10 years old, how often would your child have done these things?",Watched TV programmes about science,Very often | Regularly | Sometimes | Never | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
PA002Q02TA,PA002,家長問卷,"Thinking back to when your child was about 10 years old, how often would your child have done these things?",Read books on scientific discoveries,Very often | Regularly | Sometimes | Never | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
PA002Q03TA,PA002,家長問卷,"Thinking back to when your child was about 10 years old, how often would your child have done these things?","Watched, read or listened to science fiction",Very often | Regularly | Sometimes | Never | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,,
