代碼,問卷,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,題目（英）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
ST469Q06DA,學生問卷,ST469,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",老師要我們思考新舊科學主題之間有什麼關聯,The teacher asked us to think about how new and old scientific topics were related,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,Never or almost never=27.51 | Less than half of the lessons=25.98 | About half of the lessons=25.13 | More than half of the lessons=10.86 | Every lesson or almost every lesson=10.51,Never or almost never=29.94 | Less than half of the lessons=25.86 | About half of the lessons=23.65 | More than half of the lessons=13.06 | Every lesson or almost every lesson=7.49,Table I.B1.3.57
ST469Q08DA,學生問卷,ST469,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",遇到科學任務的困難時，老師要我們持續嘗試,The teacher told us to keep trying even when we face difficulties with a science task,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,Never or almost never=19.42 | Less than half of the lessons=20.95 | About half of the lessons=27.3 | More than half of the lessons=16.23 | Every lesson or almost every lesson=16.09,Never or almost never=16.22 | Less than half of the lessons=20.09 | About half of the lessons=25.31 | More than half of the lessons=23.84 | Every lesson or almost every lesson=14.54,Table I.B1.3.57
ST469Q09DA,學生問卷,ST469,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",老師教我們背誦科學事實,The teacher taught us to memorize scientific facts,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,Never or almost never=16.08 | Less than half of the lessons=20.29 | About half of the lessons=28.58 | More than half of the lessons=18.65 | Every lesson or almost every lesson=16.41,Never or almost never=17.34 | Less than half of the lessons=20.42 | About half of the lessons=26.08 | More than half of the lessons=22.13 | Every lesson or almost every lesson=14.03,Table I.B1.3.57
ST469Q10DA,學生問卷,ST469,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",老師要我們說明一個科學原理,The teacher asked us to explain a scientific principle,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,Never or almost never=23.78 | Less than half of the lessons=25.73 | About half of the lessons=24.77 | More than half of the lessons=12.92 | Every lesson or almost every lesson=12.8,Never or almost never=18.43 | Less than half of the lessons=21.53 | About half of the lessons=26.06 | More than half of the lessons=21.54 | Every lesson or almost every lesson=12.43,Table I.B1.3.57
ST469Q11DA,學生問卷,ST469,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",老師要我們說明自己會如何設計一個實驗來處理某個科學問題,The teacher asked us to explain how we would design an experiment to address a scientific problem,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,Never or almost never=27.63 | Less than half of the lessons=26.15 | About half of the lessons=23.2 | More than half of the lessons=11.29 | Every lesson or almost every lesson=11.73,Never or almost never=23.85 | Less than half of the lessons=23.58 | About half of the lessons=24.65 | More than half of the lessons=17.71 | Every lesson or almost every lesson=10.22,Table I.B1.3.57
ST488Q01DA,學生問卷,ST488,,,你自己擁有下列物品供個人使用嗎？,Do you possess the following items for your own personal use?,兩雙合腳的鞋子〈含一雙全天候鞋〉,"Two pairs of properly fitting shoes, <including a pair of all-weather shoes>","Yes | No, cannot afford it | No, other reason | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",,,
ST488Q02DA,學生問卷,ST488,,,你自己擁有下列物品供個人使用嗎？,Do you possess the following items for your own personal use?,一些全新（非二手）的衣服,Some new (not second-hand) clothes,"Yes | No, cannot afford it | No, other reason | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",,,
ST488Q08DA,學生問卷,ST488,,,你自己擁有下列物品供個人使用嗎？,Do you possess the following items for your own personal use?,戶外休閒器材（例如〈腳踏車、直排輪、球拍〉）,"Outdoor leisure equipment (e.g. <bicycle, roller skates, racket>)","Yes | No, cannot afford it | No, other reason | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",,,
ST488Q09DA,學生問卷,ST488,,,你自己擁有下列物品供個人使用嗎？,Do you possess the following items for your own personal use?,室內遊戲（例如〈桌遊、電玩主機〉）,"Indoor games (e.g. <board games, videogame console>)","Yes | No, cannot afford it | No, other reason | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",,,
ST493Q01DA,學生問卷,ST493,對社會流動的信念與成長心態,Students' beliefs in social mobility and growth mindset,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,你在社會上的地位是你其實很難改變的,Your status in society is something that you can’t really change very much,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,"Bottom, second and third quarters=47.77 | Top quarter=46.45","Bottom, second and third quarters=58.95 | Top quarter=72.97",Table I.B1.1.6
ST495Q03DA,學生問卷,ST495,參與環境相關活動,Students' participation in environment-related activities,過去 12 個月內，你參與下列活動的頻率如何？,How often have you been involved with the following activities in the last 12 months?,參加與環境議題有關的和平遊行或集會,Joining a peaceful march or rally related to an environmental issue,Never | Once | A few times | Many times | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never=77.94 | Once=13.98 | A few times=6.1 | Many times=1.98,Never=77.87 | Once=12.15 | A few times=7.84 | Many times=2.13,Table I.B1.5.24
ST495Q05DA,學生問卷,ST495,參與環境相關活動,Students' participation in environment-related activities,過去 12 個月內，你參與下列活動的頻率如何？,How often have you been involved with the following activities in the last 12 months?,在社群媒體上發文表達對環境議題的關切,Posting concerns about an environmental issue on social media,Never | Once | A few times | Many times | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never=69.73 | Once=14.62 | A few times=12.44 | Many times=3.2,Never=76.97 | Once=11.68 | A few times=9.14 | Many times=2.21,Table I.B1.5.24
ST495Q09DA,學生問卷,ST495,參與環境相關活動,Students' participation in environment-related activities,過去 12 個月內，你參與下列活動的頻率如何？,How often have you been involved with the following activities in the last 12 months?,依產品的永續程度來決定購買,Making purchases based on how sustainable the products are,Never | Once | A few times | Many times | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never=46.65 | Once=18.42 | A few times=26.92 | Many times=8.01,Never=45.68 | Once=16.94 | A few times=27.66 | Many times=9.71,Table I.B1.5.24
ST495Q13DA,學生問卷,ST495,參與環境相關活動,Students' participation in environment-related activities,過去 12 個月內，你參與下列活動的頻率如何？,How often have you been involved with the following activities in the last 12 months?,為了減少對環境的某些衝擊而不再吃某些食物,Stop eating certain foods to minimize some impacts on the environment,Never | Once | A few times | Many times | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never=56.41 | Once=16.92 | A few times=20.89 | Many times=5.78,Never=60.27 | Once=15.1 | A few times=18.24 | Many times=6.39,Table I.B1.5.24
ST495Q15DA,學生問卷,ST495,參與環境相關活動,Students' participation in environment-related activities,過去 12 個月內，你參與下列活動的頻率如何？,How often have you been involved with the following activities in the last 12 months?,和朋友、家人討論如何對環境產生正面影響,Discuss with friends and family how to have a positive impact on the environment,Never | Once | A few times | Many times | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never=47.35 | Once=21.22 | A few times=23.99 | Many times=7.44,Never=44.45 | Once=20.67 | A few times=25.15 | Many times=9.73,Table I.B1.5.24
